file,pos,x,y,w,h,digit
captcha_125.jpg,3,119,3,24,32,4
captcha_126.jpg,0,9,20,21,28,8
captcha_126.jpg,1,55,11,16,14,5
captcha_126.jpg,2,82,21,31,31,6
captcha_126.jpg,3,122,23,19,27,2
captcha_127.jpg,0,7,15,29,34,8
captcha_127.jpg,1,42,9,26,35,8
captcha_127.jpg,2,82,19,23,26,3
captcha_127.jpg,3,117,22,32,29,7
captcha_128.jpg,0,16,20,17,19,1
captcha_128.jpg,1,46,19,25,31,4
captcha_128.jpg,2,78,18,27,30,8
captcha_128.jpg,3,113,17,24,34,9
captcha_129.jpg,0,3,5,20,23,6
captcha_129.jpg,1,41,7,21,32,6
captcha_129.jpg,2,82,27,19,20,2
captcha_129.jpg,3,122,21,20,27,2
captcha_130.jpg,0,9,10,25,32,6
captcha_130.jpg,1,43,9,25,27,7
captcha_130.jpg,2,78,32,14,16,5
captcha_130.jpg,3,111,7,34,35,7
captcha_131.jpg,0,8,16,26,27,4
captcha_131.jpg,1,57,16,17,17,5
captcha_131.jpg,2,96,29,11,15,0
captcha_131.jpg,3,122,13,22,34,8
captcha_132.jpg,0,23,44,11,11,0
captcha_132.jpg,1,40,15,34,32,7
captcha_132.jpg,2,95,18,13,16,0
captcha_132.jpg,3,121,17,18,28,4
captcha_133.jpg,0,6,20,12,16,0
captcha_133.jpg,1,36,25,23,22,3
captcha_133.jpg,2,77,15,15,15,5
captcha_133.jpg,3,111,11,27,27,3
captcha_134.jpg,0,9,5,27,31,8
captcha_134.jpg,1,37,11,31,37,9
captcha_134.jpg,2,86,17,23,31,4
captcha_134.jpg,3,116,4,34,39,7
captcha_135.jpg,0,3,13,35,31,7
captcha_135.jpg,1,55,13,19,13,0
captcha_135.jpg,2,80,9,31,26,2
captcha_135.jpg,3,129,29,12,19,1
captcha_136.jpg,0,11,29,15,19,1
captcha_136.jpg,1,38,6,34,45,9
captcha_136.jpg,2,76,41,14,16,5
captcha_136.jpg,3,114,28,12,13,1
captcha_137.jpg,0,3,9,28,26,7
captcha_137.jpg,1,37,3,33,46,9
captcha_137.jpg,2,86,49,13,11,5
captcha_137.jpg,3,130,19,15,15,0
captcha_138.jpg,0,5,14,20,21,4
captcha_138.jpg,1,43,6,25,27,4
captcha_138.jpg,2,76,8,26,29,2
captcha_138.jpg,3,121,24,26,26,9
captcha_139.jpg,0,11,12,20,33,2
captcha_139.jpg,1,57,23,10,14,0
captcha_139.jpg,2,91,23,10,15,1
captcha_139.jpg,3,136,15,11,16,0
captcha_140.jpg,0,8,19,15,20,3
captcha_140.jpg,1,51,37,15,13,5
captcha_140.jpg,2,83,9,30,36,8
captcha_140.jpg,3,122,26,16,23,3
captcha_141.jpg,0,9,6,25,35,3
captcha_141.jpg,1,47,23,23,27,7
captcha_141.jpg,2,80,4,26,23,8
captcha_141.jpg,3,117,10,20,22,3
captcha_142.jpg,0,6,18,17,21,9
captcha_142.jpg,1,46,3,29,30,7
captcha_142.jpg,2,82,11,25,25,7
captcha_142.jpg,3,123,30,22,26,6
captcha_143.jpg,0,2,12,30,32,6
captcha_143.jpg,1,44,27,21,21,3
captcha_143.jpg,2,99,21,15,13,0
captcha_143.jpg,3,120,23,25,31,3
captcha_144.jpg,0,16,29,13,16,5
captcha_144.jpg,1,42,9,24,31,2
captcha_144.jpg,2,100,45,13,15,0
captcha_144.jpg,3,119,3,29,32,9
captcha_145.jpg,0,3,7,25,32,8
captcha_145.jpg,1,45,19,26,30,3
captcha_145.jpg,2,91,20,14,16,0
captcha_145.jpg,3,120,25,16,23,6
captcha_146.jpg,0,10,14,18,24,2
captcha_146.jpg,1,41,22,21,25,2
captcha_146.jpg,2,85,9,23,26,9
captcha_146.jpg,3,120,13,21,31,3
captcha_147.jpg,0,11,41,12,17,1
captcha_147.jpg,1,40,7,23,29,2
captcha_147.jpg,2,80,10,23,31,8
captcha_147.jpg,3,118,22,22,29,3
captcha_148.jpg,0,6,29,23,25,4
captcha_148.jpg,1,45,7,23,27,3
captcha_148.jpg,2,71,3,35,32,7
captcha_148.jpg,3,121,18,28,29,6
captcha_149.jpg,0,1,34,13,13,1
captcha_149.jpg,1,60,49,11,11,0
captcha_149.jpg,2,81,23,24,26,2
captcha_149.jpg,3,112,18,34,35,8
captcha_150.jpg,0,4,23,27,31,7
captcha_150.jpg,1,61,38,13,11,5
captcha_150.jpg,2,85,17,10,16,1
captcha_150.jpg,3,116,16,26,31,4
captcha_151.jpg,0,20,51,10,9,0
captcha_151.jpg,1,59,34,17,14,5
captcha_151.jpg,2,84,30,22,28,3
captcha_151.jpg,3,120,14,20,23,8
captcha_152.jpg,0,9,11,21,32,4
captcha_152.jpg,1,51,36,12,15,0
captcha_152.jpg,2,81,15,16,17,0
captcha_152.jpg,3,113,22,28,28,6
captcha_153.jpg,0,13,20,14,16,5
captcha_153.jpg,1,40,19,32,40,9
captcha_153.jpg,2,79,19,35,32,6
captcha_153.jpg,3,123,21,11,13,1
captcha_154.jpg,0,7,8,28,31,6
captcha_154.jpg,1,42,25,12,11,0
captcha_154.jpg,2,86,27,26,29,6
captcha_154.jpg,3,124,15,16,21,7
captcha_155.jpg,0,4,10,20,26,7
captcha_155.jpg,1,61,17,12,12,0
captcha_155.jpg,2,78,15,20,23,3
captcha_155.jpg,3,120,17,22,30,8
captcha_156.jpg,0,6,18,26,29,2
captcha_156.jpg,1,38,37,14,13,1
captcha_156.jpg,2,80,26,29,31,4
captcha_156.jpg,3,123,6,19,22,3
captcha_157.jpg,0,5,17,25,29,2
captcha_157.jpg,1,52,36,13,13,0
captcha_157.jpg,2,78,15,31,36,6
captcha_157.jpg,3,118,17,18,30,3
captcha_158.jpg,0,17,33,10,16,0
captcha_158.jpg,1,39,24,26,26,4
captcha_158.jpg,2,84,13,28,35,3
captcha_158.jpg,3,116,24,27,26,6
captcha_159.jpg,0,4,22,22,24,3
captcha_159.jpg,1,43,13,24,29,4
captcha_159.jpg,2,80,11,19,20,7
captcha_159.jpg,3,115,24,21,23,9
captcha_160.jpg,0,3,23,35,32,7
captcha_160.jpg,1,46,17,20,30,2
captcha_160.jpg,2,91,20,14,16,5
captcha_160.jpg,3,119,18,23,26,4
captcha_161.jpg,0,19,46,12,13,1
captcha_161.jpg,1,46,7,22,26,7
captcha_161.jpg,2,93,14,14,14,7
captcha_161.jpg,3,118,17,32,33,1
captcha_162.jpg,0,24,12,12,14,0
captcha_162.jpg,1,52,47,10,13,1
captcha_162.jpg,2,85,21,12,12,1
captcha_162.jpg,3,123,20,23,28,4
captcha_163.jpg,0,7,7,23,26,7
captcha_163.jpg,1,40,30,15,17,5
captcha_163.jpg,2,78,9,26,31,2
captcha_163.jpg,3,120,12,28,33,2
captcha_164.jpg,0,5,18,26,27,3
captcha_164.jpg,1,58,17,13,14,1
captcha_164.jpg,2,97,23,12,16,1
captcha_164.jpg,3,120,9,25,33,2
captcha_165.jpg,0,5,12,22,26,4
captcha_165.jpg,1,51,34,9,12,1
captcha_165.jpg,2,82,10,19,24,4
captcha_165.jpg,3,116,9,30,36,8
captcha_166.jpg,0,3,19,17,23,7
captcha_166.jpg,1,34,3,33,24,7
captcha_166.jpg,2,79,15,26,34,2
captcha_166.jpg,3,121,7,24,29,2
captcha_167.jpg,0,20,42,12,14,1
captcha_167.jpg,1,49,13,15,27,2
captcha_167.jpg,2,75,35,14,18,0
captcha_167.jpg,3,128,38,13,17,1
captcha_168.jpg,0,10,24,21,30,3
captcha_168.jpg,1,44,15,27,33,4
captcha_168.jpg,2,78,17,34,32,7
captcha_168.jpg,3,118,20,24,27,4
captcha_169.jpg,0,9,18,15,25,7
captcha_169.jpg,1,43,46,12,12,0
captcha_169.jpg,2,79,8,27,33,8
captcha_169.jpg,3,117,44,12,12,0
captcha_170.jpg,0,3,15,22,30,6
captcha_170.jpg,1,35,14,36,43,9
captcha_170.jpg,2,77,10,38,34,7
captcha_170.jpg,3,118,7,19,37,8
captcha_171.jpg,0,7,5,26,37,4
captcha_171.jpg,1,46,28,13,13,0
captcha_171.jpg,2,81,19,24,26,6
captcha_171.jpg,3,114,19,15,13,0
captcha_172.jpg,0,6,20,23,28,3
captcha_172.jpg,1,40,12,33,32,7
captcha_172.jpg,2,78,36,10,14,1
captcha_172.jpg,3,116,23,18,23,7
captcha_173.jpg,0,8,14,18,24,6
captcha_173.jpg,1,45,25,23,31,3
captcha_173.jpg,2,77,3,25,33,9
captcha_173.jpg,3,124,24,26,34,3
captcha_174.jpg,0,3,17,18,23,8
captcha_174.jpg,1,44,20,24,27,4
captcha_174.jpg,2,79,7,20,23,2
captcha_174.jpg,3,128,38,11,15,1
captcha_175.jpg,0,6,33,13,14,5
captcha_175.jpg,1,35,14,34,34,6
captcha_175.jpg,2,81,19,25,29,6
captcha_175.jpg,3,132,10,18,15,5
captcha_176.jpg,0,23,45,11,13,1
captcha_176.jpg,1,44,28,12,13,0
captcha_176.jpg,2,83,17,22,32,3
captcha_176.jpg,3,131,22,13,17,5
captcha_177.jpg,0,7,8,24,29,9
captcha_177.jpg,1,47,16,27,36,8
captcha_177.jpg,2,91,50,14,10,0
captcha_177.jpg,3,115,17,25,20,6
captcha_178.jpg,0,1,23,12,14,5
captcha_178.jpg,1,44,21,28,35,4
captcha_178.jpg,2,80,26,18,22,7
captcha_178.jpg,3,122,23,26,28,9
captcha_179.jpg,0,11,28,24,28,4
captcha_179.jpg,1,46,27,22,22,8
captcha_179.jpg,2,76,3,39,38,7
captcha_179.jpg,3,122,10,27,34,8
captcha_180.jpg,0,9,14,31,34,8
captcha_180.jpg,1,54,22,14,13,0
captcha_180.jpg,2,79,23,27,31,4
captcha_180.jpg,3,117,28,22,22,4
captcha_181.jpg,0,4,40,13,12,5
captcha_181.jpg,1,44,9,29,29,2
captcha_181.jpg,2,100,33,10,11,0
captcha_181.jpg,3,121,31,25,26,6
captcha_182.jpg,0,10,11,22,30,7
captcha_182.jpg,1,42,19,28,34,2
captcha_182.jpg,2,93,26,13,16,0
captcha_182.jpg,3,114,8,34,31,7
captcha_183.jpg,0,5,28,22,29,7
captcha_183.jpg,1,40,8,25,31,6
captcha_183.jpg,2,79,28,22,25,4
captcha_183.jpg,3,121,20,28,33,6
captcha_184.jpg,0,10,13,18,21,2
captcha_184.jpg,1,46,8,25,30,4
captcha_184.jpg,2,82,12,21,26,2
captcha_184.jpg,3,116,17,29,33,3
captcha_185.jpg,0,6,10,29,35,4
captcha_185.jpg,1,42,37,10,15,1
captcha_185.jpg,2,79,18,27,30,4
captcha_185.jpg,3,121,16,21,21,7
captcha_186.jpg,0,5,11,24,31,2
captcha_186.jpg,1,47,19,21,25,9
captcha_186.jpg,2,87,24,23,29,8
captcha_186.jpg,3,116,14,26,32,7
captcha_187.jpg,0,5,11,24,29,2
captcha_187.jpg,1,44,26,20,27,4
captcha_187.jpg,2,76,20,34,38,9
captcha_187.jpg,3,122,21,17,26,9
captcha_188.jpg,0,7,6,20,26,3
captcha_188.jpg,1,48,12,27,37,3
captcha_188.jpg,2,78,4,33,36,6
captcha_188.jpg,3,121,19,18,24,7
captcha_189.jpg,0,2,4,26,25,6
captcha_189.jpg,1,43,26,24,30,2
captcha_189.jpg,2,80,11,21,26,9
captcha_189.jpg,3,114,11,32,38,8
captcha_190.jpg,0,2,2,29,33,9
captcha_190.jpg,1,44,29,18,21,3
captcha_190.jpg,2,82,17,26,27,7
captcha_190.jpg,3,117,51,11,9,0
captcha_191.jpg,0,5,17,20,32,3
captcha_191.jpg,1,42,12,22,25,4
captcha_191.jpg,2,81,4,21,27,8
captcha_191.jpg,3,120,13,22,32,7
captcha_192.jpg,0,9,16,28,32,3
captcha_192.jpg,1,42,13,22,22,4
captcha_192.jpg,2,84,16,16,17,1
captcha_192.jpg,3,126,17,15,18,1
captcha_193.jpg,0,13,37,15,14,5
captcha_193.jpg,1,38,5,33,36,9
captcha_193.jpg,2,79,48,10,12,0
captcha_193.jpg,3,114,24,12,18,1
captcha_194.jpg,0,1,30,11,15,5
captcha_194.jpg,1,56,45,13,13,0
captcha_194.jpg,2,82,3,28,33,8
captcha_194.jpg,3,117,4,32,44,9
captcha_195.jpg,0,1,1,30,39,9
captcha_195.jpg,1,38,24,25,27,9
captcha_195.jpg,2,77,6,26,29,4
captcha_195.jpg,3,131,13,15,16,0
captcha_196.jpg,0,1,9,31,27,7
captcha_196.jpg,1,43,31,24,28,8
captcha_196.jpg,2,76,10,24,31,9
captcha_196.jpg,3,119,14,29,36,3
captcha_197.jpg,0,8,3,21,29,2
captcha_197.jpg,1,38,38,11,13,5
captcha_197.jpg,2,81,4,32,32,6
captcha_197.jpg,3,122,20,18,23,4
captcha_198.jpg,0,3,12,34,34,4
captcha_198.jpg,1,50,12,15,16,5
captcha_198.jpg,2,85,30,23,26,9
captcha_198.jpg,3,120,3,27,29,4
captcha_199.jpg,0,4,25,18,23,4
captcha_199.jpg,1,37,4,38,43,9
captcha_199.jpg,2,83,20,14,25,7
captcha_199.jpg,3,114,21,11,17,0
captcha_200.jpg,0,7,19,30,41,9
captcha_200.jpg,1,41,43,13,14,5
captcha_200.jpg,2,81,9,19,24,3
captcha_200.jpg,3,116,19,22,24,3
captcha_201.jpg,0,3,8,19,28,2
captcha_201.jpg,1,48,18,16,24,3
captcha_201.jpg,2,79,13,20,29,8
captcha_201.jpg,3,114,16,25,34,9
captcha_202.jpg,0,9,13,23,30,6
captcha_202.jpg,1,49,29,22,28,3
captcha_202.jpg,2,80,29,24,30,2
captcha_202.jpg,3,125,13,22,29,4
captcha_203.jpg,0,17,41,12,15,1
captcha_203.jpg,1,35,21,12,15,5
captcha_203.jpg,2,77,6,23,29,2
captcha_203.jpg,3,120,45,11,13,1
captcha_204.jpg,0,15,41,11,13,0
captcha_204.jpg,1,44,27,12,14,1
captcha_204.jpg,2,74,11,28,33,9
captcha_204.jpg,3,120,24,21,28,6
captcha_205.jpg,0,10,11,21,26,3
captcha_205.jpg,1,43,23,24,28,9
captcha_205.jpg,2,79,50,11,10,0
captcha_205.jpg,3,119,17,30,32,7
captcha_206.jpg,0,9,29,24,30,7
captcha_206.jpg,1,44,25,12,16,1
captcha_206.jpg,2,76,13,13,13,0
captcha_206.jpg,3,133,43,13,15,5
captcha_207.jpg,0,17,9,11,16,1
captcha_207.jpg,1,46,36,10,13,1
captcha_207.jpg,2,79,10,26,36,8
captcha_207.jpg,3,120,9,26,36,8
captcha_208.jpg,0,5,16,18,26,3
captcha_208.jpg,1,42,18,23,26,8
captcha_208.jpg,2,78,3,23,30,8
captcha_208.jpg,3,120,25,30,31,2
captcha_209.jpg,0,16,28,13,15,1
captcha_209.jpg,1,49,24,23,29,9
captcha_209.jpg,2,81,25,24,29,6
captcha_209.jpg,3,112,22,11,15,1
captcha_210.jpg,0,7,42,10,13,1
captcha_210.jpg,1,41,7,28,33,4
captcha_210.jpg,2,77,45,11,14,0
captcha_210.jpg,3,122,23,19,26,2
captcha_211.jpg,0,5,10,19,22,6
captcha_211.jpg,1,41,11,15,15,5
captcha_211.jpg,2,81,19,22,25,6
captcha_211.jpg,3,136,31,13,16,1
captcha_212.jpg,0,18,40,14,16,1
captcha_212.jpg,1,45,9,26,33,2
captcha_212.jpg,2,80,21,18,23,6
captcha_212.jpg,3,111,13,32,37,9
captcha_213.jpg,0,6,12,25,30,4
captcha_213.jpg,1,63,51,11,9,1
captcha_213.jpg,2,79,15,32,38,9
captcha_213.jpg,3,120,6,22,25,9
captcha_214.jpg,0,25,48,12,12,5
captcha_214.jpg,1,41,31,12,13,0
captcha_214.jpg,2,78,18,23,27,8
captcha_214.jpg,3,114,8,28,30,4
captcha_215.jpg,0,12,19,22,28,4
captcha_215.jpg,1,43,24,23,27,3
captcha_215.jpg,2,84,14,17,21,5
captcha_215.jpg,3,117,1,24,29,8
captcha_216.jpg,0,15,24,9,12,1
captcha_216.jpg,1,37,48,11,12,0
captcha_216.jpg,2,83,22,17,21,2
captcha_216.jpg,3,118,23,23,29,4
captcha_217.jpg,0,5,12,18,25,7
captcha_217.jpg,1,46,12,25,29,6
captcha_217.jpg,2,90,45,15,13,0
captcha_217.jpg,3,120,9,24,35,3
captcha_218.jpg,0,1,14,33,36,7
captcha_218.jpg,1,43,10,28,34,9
captcha_218.jpg,2,81,9,18,23,4
captcha_218.jpg,3,134,38,12,15,1
captcha_219.jpg,0,4,13,19,24,4
captcha_219.jpg,1,48,9,21,31,3
captcha_219.jpg,2,86,22,19,26,4
captcha_219.jpg,3,115,45,12,13,1
captcha_220.jpg,0,8,14,32,40,8
captcha_220.jpg,1,46,14,25,31,6
captcha_220.jpg,2,83,12,27,36,8
captcha_220.jpg,3,115,2,23,26,8
captcha_221.jpg,0,7,10,22,24,4
captcha_221.jpg,1,49,16,23,34,8
captcha_221.jpg,2,80,15,27,31,7
captcha_221.jpg,3,113,7,31,39,9
captcha_222.jpg,0,2,13,21,31,3
captcha_222.jpg,1,39,4,35,32,7
captcha_222.jpg,2,83,11,24,31,9
captcha_222.jpg,3,122,11,15,20,5
captcha_223.jpg,0,1,18,10,17,5
captcha_223.jpg,1,44,12,16,27,4
captcha_223.jpg,2,84,32,12,13,0
captcha_223.jpg,3,121,20,23,29,4
captcha_224.jpg,0,6,14,26,35,3
captcha_224.jpg,1,44,24,21,28,2
captcha_224.jpg,2,74,4,36,30,7
captcha_224.jpg,3,127,36,17,16,0
captcha_225.jpg,0,3,15,25,28,6
captcha_225.jpg,1,43,16,20,28,2
captcha_225.jpg,2,82,3,29,31,6
captcha_225.jpg,3,129,21,13,16,5
captcha_226.jpg,0,5,14,25,35,3
captcha_226.jpg,1,46,18,20,25,3
captcha_226.jpg,2,78,9,29,36,2
captcha_226.jpg,3,133,38,14,15,0
captcha_227.jpg,0,7,16,16,23,7
captcha_227.jpg,1,34,41,16,14,5
captcha_227.jpg,2,79,8,27,32,9
captcha_227.jpg,3,120,27,15,14,0
captcha_228.jpg,0,14,27,14,15,0
captcha_228.jpg,1,39,17,24,26,6
captcha_228.jpg,2,79,26,25,27,8
captcha_228.jpg,3,119,13,23,33,2
captcha_229.jpg,0,1,17,34,35,7
captcha_229.jpg,1,43,19,24,32,8
captcha_229.jpg,2,77,11,27,36,9
captcha_229.jpg,3,123,26,11,15,1
captcha_230.jpg,0,6,29,18,23,4
captcha_230.jpg,1,39,11,30,33,6
captcha_230.jpg,2,81,19,33,40,9
captcha_230.jpg,3,123,11,13,15,1
captcha_231.jpg,0,5,15,31,31,6
captcha_231.jpg,1,47,7,25,30,2
captcha_231.jpg,2,88,44,11,13,0
captcha_231.jpg,3,122,17,13,17,5
captcha_232.jpg,0,8,26,19,27,4
captcha_232.jpg,1,54,26,14,16,5
captcha_232.jpg,2,77,10,24,33,2
captcha_232.jpg,3,111,15,14,17,5
captcha_233.jpg,0,9,30,13,16,5
captcha_233.jpg,1,43,17,18,24,4
captcha_233.jpg,2,82,27,14,15,5
captcha_233.jpg,3,113,15,20,21,4
captcha_234.jpg,0,4,18,13,15,0
captcha_234.jpg,1,39,4,40,36,7
captcha_234.jpg,2,81,15,17,23,4
captcha_234.jpg,3,118,8,32,35,7
captcha_235.jpg,0,5,30,20,25,3
captcha_235.jpg,1,46,9,18,23,2
captcha_235.jpg,2,82,19,16,17,5
captcha_235.jpg,3,134,48,11,12,1
captcha_236.jpg,0,21,44,11,15,5
captcha_236.jpg,1,50,51,11,9,0
captcha_236.jpg,2,83,13,17,24,2
captcha_236.jpg,3,121,11,24,38,3
captcha_237.jpg,0,8,5,27,36,4
captcha_237.jpg,1,43,4,24,31,2
captcha_237.jpg,2,81,33,17,13,0
captcha_237.jpg,3,125,32,17,19,5
captcha_238.jpg,0,7,14,20,27,3
captcha_238.jpg,1,44,11,20,21,8
captcha_238.jpg,2,74,29,16,16,5
captcha_238.jpg,3,115,12,30,40,2
captcha_239.jpg,0,0,39,10,16,5
captcha_239.jpg,1,47,4,30,34,6
captcha_239.jpg,2,87,13,19,28,6
captcha_239.jpg,3,122,42,17,17,5
captcha_240.jpg,0,12,22,20,26,6
captcha_240.jpg,1,46,9,17,22,7
captcha_240.jpg,2,77,9,21,22,7
captcha_240.jpg,3,115,9,18,27,6
captcha_241.jpg,0,17,42,12,15,1
captcha_241.jpg,1,33,19,16,20,5
captcha_241.jpg,2,80,11,17,25,2
captcha_241.jpg,3,121,44,9,12,1
captcha_242.jpg,0,4,19,25,29,7
captcha_242.jpg,1,47,24,20,28,2
captcha_242.jpg,2,78,22,26,31,6
captcha_242.jpg,3,121,2,29,35,8
captcha_243.jpg,0,8,13,22,28,7
captcha_243.jpg,1,52,38,15,14,5
captcha_243.jpg,2,78,17,24,30,2
captcha_243.jpg,3,118,36,11,12,0
captcha_244.jpg,0,8,30,19,24,2
captcha_244.jpg,1,41,22,19,21,2
captcha_244.jpg,2,77,18,26,33,4
captcha_244.jpg,3,110,11,15,16,5
captcha_245.jpg,0,9,9,19,29,7
captcha_245.jpg,1,41,3,20,26,3
captcha_245.jpg,2,80,9,22,31,3
captcha_245.jpg,3,122,15,25,35,2
captcha_246.jpg,0,7,4,24,34,8
captcha_246.jpg,1,47,11,21,29,4
captcha_246.jpg,2,85,20,12,16,0
captcha_246.jpg,3,120,17,24,25,7
captcha_247.jpg,0,6,9,23,30,4
captcha_247.jpg,1,49,7,20,32,4
captcha_247.jpg,2,83,13,20,26,6
captcha_247.jpg,3,117,4,28,38,4
captcha_248.jpg,0,7,10,24,30,3
captcha_248.jpg,1,38,18,38,36,7
captcha_248.jpg,2,78,4,24,32,2
captcha_248.jpg,3,118,24,28,32,2
captcha_249.jpg,0,0,12,28,29,6
captcha_249.jpg,1,58,20,13,15,0
captcha_249.jpg,2,82,4,25,27,6
captcha_249.jpg,3,118,23,21,23,9
captcha_250.jpg,0,3,15,24,31,4
captcha_250.jpg,1,43,27,16,22,7
captcha_250.jpg,2,81,21,26,30,4
captcha_250.jpg,3,134,21,13,16,0
